0.00585,-9.98401,4.00000,,,,
0.00392,-10.00205,4.00000,,,,
0.01423,-9.98562,4.00000,,,,
0.01648,-9.97467,4.00000,,,,
0.01294,-9.93601,4.00000,,,,
0.25583,-9.90895,4.00000,,,,
0.34152,-9.85483,4.00000,,,,
0.40659,-9.80747,4.00000,,,,
0.48036,-9.73048,4.00000,,,,
0.57958,-9.65800,4.00000,,,,
0.63724,-9.58261,4.00000,,,,
0.69393,-9.49306,4.00000,,,,
0.75546,-9.40350,4.00000,,,,
0.81087,-9.30621,4.00000,,,,
0.86563,-9.18991,4.00000,,,,
0.90944,-9.06814,4.00000,,,,
0.97870,-8.94766,4.00000,,,,
1.02960,-8.81751,4.00000,,,,
1.09048,-8.68027,4.00000,,,,
1.14911,-8.53789,4.00000,,,,
1.20130,-8.38648,4.00000,,,,
1.20484,-8.23829,4.00000,,,,
1.28731,-8.05853,4.00000,,,,
1.33144,-7.91067,4.00000,,,,
1.33466,-7.73800,4.00000,,,,
1.40811,-7.54987,4.00000,,,,
1.44354,-7.34692,4.00000,,,,
1.48607,-7.17071,4.00000,,,,
1.52730,-6.96131,4.00000,,,,
1.55758,-6.79348,4.00000,,,,
1.60783,-6.59439,4.00000,,,,
1.65164,-6.35569,4.00000,,,,
1.66646,-6.17013,4.00000,,,,
1.72735,-5.94818,4.00000,,,,
1.70609,-5.73686,4.00000,,,,
1.75956,-5.49751,4.00000,,,,
1.79789,-5.28457,4.00000,,,,
1.83881,-5.02976,4.00000,,,,
1.89615,-4.76819,4.00000,,,,
1.90549,-4.55751,4.00000,,,,
1.93351,-4.31526,4.00000,,,,
1.89679,-4.08816,4.00000,,,,
1.96444,-3.84076,4.00000,,,,
1.98699,-3.59400,4.00000,,,,
2.02468,-3.32276,4.00000,,,,
2.07139,-3.06795,4.00000,,,,
2.09909,-2.79543,4.00000,,,,
2.10521,-2.54255,4.00000,,,,
2.05818,-2.24136,4.00000,,,,
2.11520,-2.00394,4.00000,,,,
2.14419,-1.72079,4.00000,,,,
2.17254,-1.43505,4.00000,,,,
2.20185,-1.16543,4.00000,,,,
2.24438,-0.86939,4.00000,,,,
2.24277,-0.56883,4.00000,,,,
2.27208,-0.29856,4.00000,,,,
2.26628,-0.01122,4.00000,,,,
2.28303,0.28611,4.00000,,,,
2.34134,0.59955,4.00000,,,,
2.34424,0.87336,4.00000,,,,
2.38322,1.19518,4.00000,,,,
2.39320,1.48478,4.00000,,,,
2.37130,1.79725,4.00000,,,,
2.38805,2.09007,4.00000,,,,
2.44636,2.41060,4.00000,,,,
2.44603,2.71760,4.00000,,,,
2.47406,3.03007,4.00000,,,,
2.46440,3.32547,4.00000,,,,
2.46794,3.67886,4.00000,,,,
2.49307,3.95493,4.00000,,,,
2.52528,4.27708,4.00000,,,,
2.54847,4.59922,4.00000,,,,
2.53720,4.93554,4.00000,,,,
2.55137,5.24415,4.00000,,,,
2.54074,5.57177,4.00000,,,,
2.57006,5.89714,4.00000,,,,
2.59583,6.23475,4.00000,,,,
2.60420,6.57397,4.00000,,,,
2.62224,6.92189,4.00000,,,,
2.58906,7.21537,4.00000,,,,
2.60936,7.57361,4.00000,,,,
2.65832,7.88771,4.00000,,,,
2.66477,8.22565,4.00000,,,,
2.64930,8.56327,4.00000,,,,
2.65252,8.89187,4.00000,,,,
2.65510,9.25494,4.00000,,,,
2.66928,9.57743,4.00000,,,,
2.71341,9.94792,4.00000,,,,
2.71502,10.26525,4.00000,,,,
2.71373,-9.87835,4.00000,,,,
2.68667,-9.53107,4.00000,,,,
2.71727,-9.19410,4.00000,,,,
2.73789,-8.83297,4.00000,,,,
2.75207,-8.46991,4.00000,,,,
2.73789,-8.13746,4.00000,,,,
2.72662,-7.79083,4.00000,,,,
2.73080,-7.44581,4.00000,,,,
2.76656,-7.09436,4.00000,,,,
2.77590,-6.69973,4.00000,,,,
2.81166,-6.39048,4.00000,,,,
2.76044,-6.03355,4.00000,,,,
2.76173,-5.68531,4.00000,,,,
2.80167,-5.32259,4.00000,,,,
2.81424,-4.94311,4.00000,,,,
2.84516,-4.58199,4.00000,,,,
2.80425,-4.19768,4.00000,,,,
2.79523,-3.87072,4.00000,,,,
2.83614,-3.49929,4.00000,,,,
2.83711,-3.13335,4.00000,,,,
2.81810,-2.79575,4.00000,,,,
2.81553,-2.42948,4.00000,,,,
2.80522,-2.07159,4.00000,,,,
2.84677,-1.71885,4.00000,,,,
2.86191,-1.32488,4.00000,,,,
2.86030,-0.97891,4.00000,,,,
2.86127,-0.58236,4.00000,,,,
2.83034,-0.26281,4.00000,,,,
2.87577,0.09959,4.00000,,,,
2.88640,0.51128,4.00000,,,,
2.87126,0.83632,4.00000,,,,
2.85161,1.21612,4.00000,,,,
2.85225,1.57240,4.00000,,,,
2.90637,1.93287,4.00000,,,,
